time,Base Model,DURS Model
1900.0,1.0,1.0
1900.5,0.9998586875,0.9998586875
1901.0,0.9997145355844627,0.9997145355844627
1901.5,0.9995678260264472,0.9995678260264472
1902.0,0.9994182645099688,0.9994182645099688
1902.5,0.9992657055571931,0.9992657055571931
1903.0,0.9991101375735576,0.9991101375735576
1903.5,0.9989515484275623,0.9989515484275623
1904.0,0.9987899411676128,0.9987899411676128
1904.5,0.9986253554782706,0.9986253554782706
1905.0,0.9984577711472041,0.9984577711472041
1905.5,0.9982871655128426,0.9982871655128426
1906.0,0.998113513303847,0.998113513303847
1906.5,0.9979367865807686,0.9979367865807686
1907.0,0.9977569547386708,0.9977569547386708
1907.5,0.9975739845451609,0.9975739845451609
1908.0,0.9973878401979769,0.9973878401979769
1908.5,0.9971984833923071,0.9971984833923071
1909.0,0.9970058733917593,0.9970058733917593
1909.5,0.9968099670992346,0.9968099670992346
1910.0,0.9966107191254254,0.9966107191254254
1910.5,0.9964080818535754,0.9964080818535754
1911.0,0.9962020054997293,0.9962020054997293
1911.5,0.9959924381680676,0.9959924381680676
1912.0,0.9957793259011668,0.9957793259011668
1912.5,0.995562612725171,0.995562612725171
1913.0,0.9953422406237904,0.9953422406237904
1913.5,0.9951181495482523,0.9951181495482523
1914.0,0.9948902763280356,0.9948902763280356
1914.5,0.994658554836582,0.994658554836582
1915.0,0.994422916590364,0.994422916590364
1915.5,0.9941832910793681,0.9941832910793681
1916.0,0.9939396059459882,0.9939396059459882
1916.5,0.9936917870784298,0.9936917870784298
1917.0,0.9934397586558176,0.9934397586558176
1917.5,0.9931834431658619,0.9931834431658619
1918.0,0.9929227614067363,0.9929227614067363
1918.5,0.9926576325532979,0.9926576325532979
1919.0,0.9923879743045646,0.9923879743045646
1919.5,0.9921137027378064,0.9921137027378064
1920.0,0.9918347322192634,0.9918347322192634
1920.5,0.9915509753457699,0.9915509753457699
1921.0,0.9912623429028835,0.9912623429028835
1921.5,0.9909687438314999,0.9909687438314999
1922.0,0.99067008519851,0.99067008519851
1922.5,0.9903662721690664,0.9903662721690664
1923.0,0.9900572079791327,0.9900572079791327
1923.5,0.9897427939076118,0.9897427939076118
1924.0,0.9894229292476872,0.9894229292476872
1924.5,0.9890975112771947,0.9890975112771947
1925.0,0.9887664352279478,0.9887664352279478
1925.5,0.9884295942539857,0.9884295942539857
1926.0,0.9880868793987463,0.9880868793987463
1926.5,0.9877381795611789,0.9877381795611789
1927.0,0.9873833814608151,0.9873833814608151
1927.5,0.9870223696018201,0.9870223696018201
1928.0,0.9866550262360493,0.9866550262360493
1928.5,0.9862812313251276,0.9862812313251276
1929.0,0.9859008625015745,0.9859008625015745
1929.5,0.9855137950289918,0.9855137950289918
1930.0,0.9851199017944561,0.9851199017944561
1930.5,0.9847190532685062,0.9847190532685062
1931.0,0.9843111174581305,0.9843111174581305
1931.5,0.9838959598611956,0.9838959598611956
1932.0,0.9834734434212682,0.9834734434212682
1932.5,0.9830434284822867,0.9830434284822867
1933.0,0.9826057727428047,0.9826057727428047
1933.5,0.9821603312096667,0.9821603312096667
1934.0,0.9817069561510392,0.9817069561510392
1934.5,0.9812454970487626,0.9812454970487626
1935.0,0.9807758005500039,0.9807758005500039
1935.5,0.9802977104182012,0.9802977104182012
1936.0,0.9798110674832965,0.9798110674832965
1936.5,0.9793157095912545,0.9793157095912545
1937.0,0.9788114715528708,0.9788114715528708
1937.5,0.9782981850918696,0.9782981850918696
1938.0,0.9777756787922949,0.9777756787922949
1938.5,0.9772437780451991,0.9772437780451991
1939.0,0.976702304994634,0.976702304994634
1939.5,0.976151078482948,0.976151078482948
1940.0,0.9755899139953988,0.9755899139953988
1940.5,0.975018623604084,0.975018623604084
1941.0,0.9744370161639286,0.9744370161639286
1941.5,0.9738448976834817,0.9738448976834817
1942.0,0.9732421245047905,0.9732421245047905
1942.5,0.9726285362932096,0.9726285362932096
1943.0,0.9720039632113555,0.9720039632113555
1943.5,0.9713682289550141,0.9713682289550141
1944.0,0.9707211520657032,0.9707211520657032
1944.5,0.9700625465216978,0.9700625465216978
1945.0,0.9693922220215413,0.9693922220215413
1945.5,0.9687099841312593,0.9687099841312593
1946.0,0.9680156343666836,0.9680156343666836
1946.5,0.9673089702413799,0.9673089702413799
1947.0,0.9665897852938453,0.9665897852938453
1947.5,0.9658578691006403,0.9658578691006403
1948.0,0.965113007279114,0.965113007279114
1948.5,0.964354981482015,0.964354981482015
1949.0,0.96358356938559,0.96358356938559
1949.5,0.9627985446723828,0.9627985446723828
1950.0,0.9619996770096924,0.9619996770096924
1950.5,0.9611867320244657,0.9611867320244657
1951.0,0.9603594712752637,0.9603594712752637
1951.5,0.9595176522218294,0.9595176522218294
1952.0,0.9586610281926988,0.9586610281926988
1952.5,0.9577893483512238,0.9577893483512238
1953.0,0.9569023576603173,0.9569023576603173
1953.5,0.955999796846186,0.955999796846186
1954.0,0.955081402361274,0.955081402361274
1954.5,0.9541469063466115,0.9541469063466115
1955.0,0.9531960366343629,0.9531960366343629
1955.5,0.9522285074882916,0.9522285074882916
1956.0,0.9512440224946765,0.9512440224946765
1956.5,0.9502422801549568,0.9502422801549568
1957.0,0.9492229754634327,0.9492229754634327
1957.5,0.9481858002568185,0.9481858002568185
1958.0,0.947130443205329,0.947130443205329
1958.5,0.9460565897115993,0.9460565897115993
1959.0,0.9449639217964741,0.9449639217964741
1959.5,0.9438521179935965,0.9438521179935965
1960.0,0.9427208532577575,0.9427208532577575
1960.5,0.941569798887174,0.941569798887174
1961.0,0.9403986224586768,0.9403986224586768
1961.5,0.9392069877746312,0.9392069877746312
1962.0,0.9379945548205175,0.9379945548205175
1962.5,0.9367609797322507,0.9367609797322507
1963.0,0.9355059147724623,0.9355059147724623
1963.5,0.9342290083150906,0.9342290083150906
1964.0,0.9329299047183671,0.9329299047183671
1964.5,0.9316082436703593,0.9316082436703593
1965.0,0.9302636603968051,0.9302636603968051
1965.5,0.9288957857303269,0.9288957857303269
1966.0,0.9275042461503124,0.9275042461503124
1966.5,0.9260886879728286,0.9260886879728286
1967.0,0.9246487869751185,0.9246487869751185
1967.5,0.9231841750285916,0.9231841750285916
1968.0,0.9216944642786488,0.9216944642786488
1968.5,0.9201792566792578,0.9201792566792578
1969.0,0.9186381476550606,0.9186381476550606
1969.5,0.9170676079921406,0.9170684744821932
1970.0,0.9154561475757076,0.9154618280200342
1970.5,0.9138031378077948,0.9138176579159017
1971.0,0.9121079557632497,0.9121354161506312
1971.5,0.9103699703780584,0.9104145465537649
1972.0,0.9085885327540332,0.9086544777005777
1972.5,0.9067629769846642,0.906854623543883
1973.0,0.9048926213078355,0.9050143843524809
1973.5,0.9029767692213851,0.9031331476325389
1974.0,0.9010147104701367,0.9012102889484387
1974.5,0.899005721899869,0.8992451726364861
1975.0,0.8969490684310047,0.8972371525940048
1975.5,0.8948440049855791,0.8951935562381245
1976.0,0.8926897754032093,0.8931196892096744
1976.5,0.8904856129048114,0.8910151535386275
1977.0,0.8882307234306425,0.8888795370062924
1977.5,0.8859242985370503,0.8867124198852726
1978.0,0.8835655205202336,0.884513377661303
1978.5,0.881153560814893,0.8822819826763245
1979.0,0.878687564515615,0.8800178079622342
1979.5,0.8761666692792289,0.8777204229274604
1980.0,0.8735900054496446,0.8753893935390329
1980.5,0.8709566960859243,0.8730242824355323
1981.0,0.868265856982922,0.8706246490212538
1981.5,0.865516590644681,0.8681900509227678
1982.0,0.8627079777283839,0.8657200458669164
1982.5,0.8598390914319348,0.8632141884065476
1983.0,0.8569089976314084,0.8606720301042471
1983.5,0.8539167549614668,0.858093119672976
1984.0,0.8508614148999315,0.8554770031076637
1984.5,0.8477420173193215,0.8528232251508703
1985.0,0.8445575664322772,0.8501313341333117
1985.5,0.8413070594478874,0.8474008756136507
1986.0,0.8379894868951608,0.8446313926664913
1986.5,0.8346038325750978,0.8418224259053333
1987.0,0.8311490703258871,0.838973512434715
1987.5,0.8276241715676536,0.8360841889867705
1988.0,0.8240281033260969,0.833153991212571
1988.5,0.8203598279478537,0.8301824536536295
1989.0,0.8166183032463306,0.8271691098836488
1989.5,0.8128024895524752,0.8241134911998375
1990.0,0.8089113534321156,0.8210151262172655
1990.5,0.8049438582015848,0.8178735434518023
1991.0,0.8008989636562137,0.8146882711637364
1991.5,0.7967756243857462,0.811458836778731
1992.0,0.79257278919976,0.8081847667775279
1992.5,0.7882894100599165,0.804865589779535
1993.0,0.7839243943542985,0.801500817947182
1993.5,0.7794766528525573,0.7980899666275075
1994.0,0.7749450974487287,0.7946325536611838
1994.5,0.7703286407579972,0.791128099429307
1995.0,0.7656261957176956,0.7875761269023923
1995.5,0.7608366752618627,0.7839761617202877
1996.0,0.7559594703154608,0.7803279242107661
1996.5,0.750994046842503,0.776631190192113
1997.0,0.7459397274410212,0.7728856772696575
1997.5,0.7407957681781625,0.7690910780796361
1998.0,0.7355613950161054,0.765247076193051
1998.5,0.7302358206998095,0.7613533536291599
1999.0,0.7248182522673531,0.7574095956866066
1999.5,0.7193078030606199,0.7534155114133482
2000.0,0.71370366052663,0.749370794347954
2000.5,0.7080050127228108,0.7452751419882339
2001.0,0.7022110479169036,0.741128255863064
2001.5,0.6963209621965879,0.7369298396245861
2002.0,0.6903339751780304,0.7326795958154527
2002.5,0.6842493063942379,0.728377231300609
2003.0,0.6780661750464901,0.7240224571804306
2003.5,0.6717837998406313,0.7196149887413198
2004.0,0.6654013988729679,0.7151545454292568
2004.5,0.6589181877386662,0.7106408508383112
2005.0,0.652333304405635,0.7060736007725666
2005.5,0.6456458749429808,0.7014524888346504
2006.0,0.6388550368759431,0.6967772172941801
2006.5,0.6319600742284619,0.6920474722285688
2007.0,0.6249603069599794,0.6872629510813024
2007.5,0.6178550817522472,0.6824233643486195
2008.0,0.6106437709190082,0.6775284349884988
2008.5,0.6033257713957616,0.6725778978743563
2009.0,0.5959005222099673,0.6675714993316165
2009.5,0.5883905943175655,0.6625091581836535
2010.0,0.5808153398520164,0.6573907624395783
2010.5,0.5731758205952852,0.6522161871595408
2011.0,0.5654733062024984,0.6469853065817949
2011.5,0.5577091570351669,0.6416980176586532
2012.0,0.5498848183722672,0.6363542311193668
2012.5,0.5420018681312312,0.6309538659669229
2013.0,0.5340620041729234,0.6254968500184631
2013.5,0.526067025576871,0.6199831199992589
2014.0,0.5180188270659476,0.6144126253443446
2014.5,0.5099193900844632,0.6087853282245944
2015.0,0.5017707712388617,0.603101198727007
2015.5,0.49357517616894286,0.5973601992457019
2016.0,0.48537587942372623,0.5915693528028118
2016.5,0.47718702662442103,0.5857373289598208
2017.0,0.46901159043605023,0.5798646352997026
2017.5,0.4608531691906743,0.5739518485994172
2018.0,0.4527162341802141,0.567999604391481
2018.5,0.4446051988181309,0.5620085907509669
2019.0,0.4365244057434619,0.5559795343676137
2019.5,0.42847811575551215,0.5499131913453229
2020.0,0.4204704980895436,0.5438103510513898
2020.5,0.41250562175894007,0.5376718368605085
2021.0,0.40458744780413247,0.5314985030196999
2021.5,0.39671982235059716,0.525291225994454
2022.0,0.38899816096067846,0.5190509135880151
2022.5,0.3815516491747042,0.5127785065144249
2023.0,0.3743776153712655,0.5064749730824762
2023.5,0.3674730830302516,0.5001413058461402
2024.0,0.360834658368623,0.49377851964562536
2024.5,0.35445849859468104,0.48740717229580127
2025.0,0.34834031724511855,0.48102911540257715
2025.5,0.342475407246755,0.47464604885788747
2026.0,0.33685867534095154,0.4682599837063518
2026.5,0.33148468263116726,0.4618729222391742
2027.0,0.32634768821790955,0.4554868487470204
2027.5,0.32144153728907254,0.44910372654700087
2028.0,0.3167598295028959,0.4427254867606626
2028.5,0.31229600495494536,0.4363540423786084
2029.0,0.30804338740968124,0.4299912849875761
2029.5,0.30399523413777196,0.4236390820485776
2030.0,0.3001447916296588,0.41729927450121196
2030.5,0.2964853153310383,0.4109732270875213
2031.0,0.29296114576034316,0.404662199713108
2031.5,0.2895679393193767,0.39836761154732353
2032.0,0.2863032376699839,0.3921134450321699
2032.5,0.283162744347547,0.38596551119479205
2033.0,0.2800848399268186,0.37992544015054036
2033.5,0.2770692793599506,0.3739948119572864
2034.0,0.2741157339208193,0.368175073354814
2034.5,0.27122379694583926,0.3624674925486279
2035.0,0.2683929892119822,0.35687313176059166
2035.5,0.26562276408457286,0.3513928324781297
2036.0,0.26291251219016487,0.34602720899368117
2036.5,0.26026156651885707,0.3407766474266166
2037.0,0.2576692074125996,0.33564130853317475
2037.5,0.25513466744160895,0.33062113401105464
2038.0,0.2526571361592738,0.325715921379947
2038.5,0.2502357646201454,0.32092535104231396
2039.0,0.24786966980635433,0.31624894081087385
2039.5,0.24555793897228514,0.31168604007751227
2040.0,0.24329963379446137,0.30723583012058764
2040.5,0.24109379431984837,0.3028973261755389
2041.0,0.2389394427063771,0.29866938354996386
2041.5,0.23683558675091623,0.2945417479157654
2042.0,0.23478122320172676,0.2904944809904552
2042.5,0.23277534085436188,0.2865271960042391
2043.0,0.23081692343186755,0.282639386724491
2043.5,0.22890495225190666,0.27886896289929664
2044.0,0.22703853698611198,0.2752443032753558
2044.5,0.22521677492615386,0.27176143817605275
2045.0,0.22343874242910666,0.26841638872777623
2045.5,0.22170351087069654,0.2652015658037647
2046.0,0.22001015784967956,0.2620661514565615
2046.5,0.21835777220429073,0.259008972516231
2047.0,0.21674546757830518,0.2560287897357991
2047.5,0.21517253596122052,0.2531243061724724
2048.0,0.21363806647014116,0.2502941752054721
2048.5,0.21214116043736564,0.24753700835908873
2049.0,0.2106809322452059,0.24485138252442332
2049.5,0.20925651006156024,0.24223584663574835
2050.0,0.20786703645695082,0.23968892784035853
2050.5,0.20651166890534872,0.23720913719102665
2051.0,0.20518958017948505,0.23479497421717158
2051.5,0.20389995865358346,0.23244493123558368
2052.0,0.20264200852603415,0.23015749632114432
2052.5,0.2014149499731298,0.2279311579840366
2053.0,0.20021801924337035,0.22576440908735187
2053.5,0.19905046843684276,0.2236557562722733
2054.0,0.19791156549383188,0.2216037326764175
2054.5,0.19680059419664805,0.21960691009019034
2055.0,0.1957169517249233,0.21766397466941922
2055.5,0.19465999449706495,0.21577394541946454
2056.0,0.19362905936179575,0.21393536940020472
2056.5,0.1926234974403186,0.21214681735088012
2057.0,0.19164267454923034,0.2104068855653361
2057.5,0.19068597111985885,0.20871419728521162
2058.0,0.18975278193187103,0.20706740372910765
2058.5,0.188842515882853,0.20546518484027265
2059.0,0.18795459577205556,0.2039062609376737
2059.5,0.1870884777655292,0.20238941347415806
2060.0,0.18624363080587034,0.20091343876845902
2060.5,0.1854195326548723,0.19947715222469745
2061.0,0.1846156713191948,0.1980793913556832
2061.5,0.18383154573924002,0.19671906627450406
2062.0,0.18306666607752545,0.19539516252032801
2062.5,0.18232055378771894,0.19410667329695017
2063.0,0.1815927415625655,0.19285260730628043
2063.5,0.18088277321432197,0.19163199303329706
2064.0,0.18019020351718137,0.19044388127941045
2064.5,0.17951459802804845,0.18928734628577817
2065.0,0.17885553289485723,0.1881614890715155
2065.5,0.1782125946576861,0.1870654391601536
2066.0,0.17758538004575303,0.1859983529011123
2066.5,0.17697349577216695,0.18495941218457781
2067.0,0.17637655832763555,0.18394782340409332
2067.5,0.1757941937739455,0.18296281658514874
2068.0,0.17522603753780988,0.18200364456035092
2068.5,0.1746717342055432,0.18106958231037087
2069.0,0.17413093731894141,0.18015992627267452
2069.5,0.17360330917268849,0.1792739936388417
2070.0,0.1730885206135689,0.1784111216984971
2070.5,0.17258625084173468,0.17757066722033207
2071.0,0.17209618721424727,0.17675200586353942
2071.5,0.17161802505109164,0.1759545316149951
2072.0,0.1711514674438364,0.17517765619775383
2072.5,0.1706962250670954,0.17442080851707298
2073.0,0.1702520160627369,0.17368343414845328
2073.5,0.16981856585603852,0.1729650359104703
2074.0,0.16939560695937939,0.17226524529736367
2074.5,0.16898287878353357,0.17158356594277813
2075.0,0.1685801274551694,0.17091951362361613
2075.5,0.1681871056397106,0.17027261653746836
2076.0,0.16780357236903684,0.16964241532111
2076.5,0.16742929287369282,0.16902846292407236
2077.0,0.16706403841938605,0.1684303244020302
2077.5,0.16670758614761935,0.167847576666861
2078.0,0.1663597189203418,0.16727980821440644
2078.5,0.1660202251685237,0.16672661884195655
2079.0,0.16568889874457352,0.1661876193623391
2079.5,0.16536553878406868,0.16566243131855737
2080.0,0.16504994964255276,0.1651506867012379
2080.5,0.1647419407387411,0.1646520276701847
2081.0,0.16444132640655032,0.16416610628078118
2081.5,0.16414792575416848,0.16369258421566169
2082.0,0.1638615625278974,0.1632311325218895
2082.5,0.1635820649534271,0.16278143135377
2083.0,0.16330926561680334,0.16234316972136312
2083.5,0.16304300134802283,0.16191604524472028
2084.0,0.1627831131045926,0.16149976391384577
2084.5,0.16252944583799483,0.1610940398543656
2085.0,0.1622818484028441,0.16069859509887433
2085.5,0.16204017345199564,0.16031315936392027
2086.0,0.16180427733491554,0.15993746983526008
2086.5,0.16157401999916873,0.15957127102186908
2087.0,0.1613492648948936,0.15921431453249849
2087.5,0.16112987888246838,0.15886635886210948
2088.0,0.16091573216830835,0.15852716918663592
2088.5,0.16070669821215275,0.15819651716507202
2089.0,0.16050265363818944,0.15787418074821247
2089.5,0.16030347814951643,0.15755994399357492
2090.0,0.16010905444558732,0.15725359688615836
2090.5,0.1599192681423852,0.15695493516476808
2091.0,0.1597340076951301,0.15666376015368594
2091.5,0.15955316432336783,0.15637987859949556
2092.0,0.159376631938315,0.15610310251289142
2092.5,0.15920430707235494,0.15583324904118775
2093.0,0.15903608881059234,0.15557014037662997
2093.5,0.15887187872438444,0.1553136035927096
2094.0,0.1587115808067745,0.1550634704896328
2094.5,0.15855510140975887,0.15481957744734667
2095.0,0.15840234918332316,0.15458176528504672
2095.5,0.15825323501618818,0.15434987912641698
2096.0,0.15810767197820857,0.1541237682700647
2096.5,0.1579655752650536,0.15390328605993292
2097.0,0.1578268621443488,0.1536882897538127
2097.5,0.1576914519029049,0.15347864043792306
2098.0,0.15755938898186406,0.1532742028933429
2098.5,0.15743074984025915,0.15307484547097797
2099.0,0.15730546938517134,0.15288043999035777
2099.5,0.15718347882734446,0.15269086164125442
2100.0,0.1570647068276793,0.1525059888882062
